set,axis,stratum,unit,convention,n,n_solutes,n_solvents,n_pairs,mse,var_m,boundable_at_headline_cell,n_sources,top_source,top_source_share_of_stratum_squared_error,b_insuff_up,b_insuff_up_ml,b_closure_lb,margin,margin_ml,b_insuff_exceeds_var_m,adaptive_n_bins,b_insuff_up_adaptive,margin_adaptive,P_boot,bootstrap_reduces_to_one_way,pair_conditional_var,pair_conditional_rows,pair_conditional_groups,share_of_squared_error,share_of_rows,test_a_boundable,loso_testable,loso_n_deletions,loso_n_undefined,loso_n_leaving_unboundable,loso_margin_min,loso_margin_max,loso_worst_source,loso_worst_margin,test_b_sign_survives_loso,test_b_strict_remainder_boundable,admissible_this_cell,admissible_this_cell_strict,cells_admissible,cells_reported,admissible_in_every_cell,admissible_in_every_cell_strict,ci90_excludes_zero,direction,licenses,reason_not_admissible,margin_ci90_lo,margin_ci90_hi,margin_ci90
broad_477,solvent_class_x_solute_role,aprotic_acceptor | organic_solute,row,res,57,36,8,57,0.0891,0.8023,True,4,10.1016/j.jct.2015.12.034,0.3151,0.1404,0.1217,-0.0513,-0.1917,-0.1543,False,5,0.2155,-0.3419,0.196,False,,,,0.0056,0.1195,True,True,4,0,2,-0.4067,-0.1282,10.1016/j.jct.2015.12.034,-0.1282,True,False,True,False,4,4,True,False,False,non-positive,"nothing: a non-positive margin is failure to separate, not a certified reversal (that needs a LOWER bound on B_insuff)",,-0.399,0.122,
broad_477,solvent_class_x_solute_role,aprotic_acceptor | organic_solute,pair,full,57,36,8,57,0.1093,0.8023,True,4,10.1016/j.tca.2012.02.005,0.3701,0.1305,0.1133,-0.0212,-0.1518,-0.1172,False,5,0.21,-0.3107,0.288,False,,,,0.0201,0.3081,True,True,4,0,2,-0.3873,-0.0774,10.1016/j.jct.2015.12.034,-0.0774,True,False,True,False,4,4,True,False,False,non-positive,"nothing: a non-positive margin is failure to separate, not a certified reversal (that needs a LOWER bound on B_insuff)",,-0.415,0.2,
broad_477,solvent_class_x_solute_role,aprotic_acceptor | organic_solute,pair,res,57,36,8,57,0.0891,0.8023,True,4,10.1016/j.jct.2015.12.034,0.3151,0.1404,0.1217,-0.0513,-0.1917,-0.1543,False,5,0.2155,-0.3419,0.194,False,,,,0.0178,0.3081,True,True,4,0,2,-0.4067,-0.1282,10.1016/j.jct.2015.12.034,-0.1282,True,False,True,False,4,4,True,False,False,non-positive,"nothing: a non-positive margin is failure to separate, not a certified reversal (that needs a LOWER bound on B_insuff)",,-0.419,0.111,
broad_477,solvent_class_x_solute_role,aromatic_hydrocarbon | water_solute,row,full,6,1,1,1,5.7125,0.2342,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.0483,5.6159,,True,0.281,6.0,1.0,0.0376,0.0126,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
broad_477,solvent_class_x_solute_role,aromatic_hydrocarbon | water_solute,row,res,6,1,1,1,8.8619,0.2342,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.0483,8.7654,,True,0.281,6.0,1.0,0.0586,0.0126,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
broad_477,solvent_class_x_solute_role,aromatic_hydrocarbon | water_solute,pair,full,1,1,1,1,5.5014,0.0,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0177,0.0054,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
broad_477,solvent_class_x_solute_role,aromatic_hydrocarbon | water_solute,pair,res,1,1,1,1,8.5993,0.0,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0302,0.0054,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
broad_477,solvent_class_x_solute_role,aromatic_hydrocarbon | organic_solute,row,full,8,8,1,8,0.9381,0.8744,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.3106,0.3169,,True,,,,0.0082,0.0168,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
broad_477,solvent_class_x_solute_role,aromatic_hydrocarbon | organic_solute,row,res,8,8,1,8,0.873,0.8744,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.0231,-1.1733,,True,,,,0.0077,0.0168,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
broad_477,solvent_class_x_solute_role,aromatic_hydrocarbon | organic_solute,pair,full,8,8,1,8,0.9381,0.8744,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.3106,0.3169,,True,,,,0.0242,0.0432,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
broad_477,solvent_class_x_solute_role,aromatic_hydrocarbon | organic_solute,pair,res,8,8,1,8,0.873,0.8744,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.0231,-1.1733,,True,,,,0.0245,0.0432,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
broad_477,solvent_class_x_solute_role,aryl_ether | water_solute,row,full,13,1,2,2,5.8053,0.0494,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.0086,5.7881,,True,0.0484,13.0,2.0,0.0828,0.0273,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13,,,
broad_477,solvent_class_x_solute_role,aryl_ether | water_solute,row,res,13,1,2,2,9.5817,0.0494,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.0086,9.5645,,True,0.0484,13.0,2.0,0.1373,0.0273,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13,,,
broad_477,solvent_class_x_solute_role,aryl_ether | water_solute,pair,full,2,1,2,2,5.8604,0.0051,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0377,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_class_x_solute_role,aryl_ether | water_solute,pair,res,2,1,2,2,9.6759,0.0051,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0679,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_class_x_solute_role,glycol_ether | organic_solute,row,full,182,19,4,43,2.4627,3.0683,True,3,10.1016/j.jct.2016.10.013,0.5515,0.1161,0.1111,2.3466,2.2305,2.2406,False,18,0.062,2.3388,1.0,False,0.0437,177.0,38.0,0.4918,0.3816,True,True,3,0,0,1.668,3.2593,10.1016/j.jct.2016.10.013,1.668,True,True,True,True,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.409,3.255,
broad_477,solvent_class_x_solute_role,glycol_ether | organic_solute,row,res,182,19,4,43,2.2518,3.0683,True,3,10.1016/j.jct.2016.10.013,0.532,0.1077,0.103,2.1441,2.0364,2.0459,False,18,0.0594,2.1331,1.0,False,0.0437,177.0,38.0,0.4518,0.3816,True,True,3,0,0,1.5971,2.8655,10.1016/j.jct.2016.10.013,1.5971,True,True,True,True,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.226,2.896,
broad_477,solvent_class_x_solute_role,glycol_ether | organic_solute,pair,full,43,19,4,43,3.2029,2.6839,True,3,10.1016/j.jct.2016.10.013,0.6359,0.1329,0.1092,3.0699,2.937,2.9844,False,4,0.4915,2.2199,1.0,False,,,,0.4433,0.2324,True,True,3,0,3,2.4073,3.2615,10.1016/j.jct.2016.10.013,2.4073,True,False,True,False,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.921,3.823,
broad_477,solvent_class_x_solute_role,glycol_ether | organic_solute,pair,res,43,19,4,43,2.9081,2.6839,True,3,10.1016/j.jct.2016.10.013,0.6192,0.1438,0.118,2.7642,2.6204,2.6722,False,4,0.5231,1.8619,1.0,False,,,,0.439,0.2324,True,True,3,0,3,2.2744,2.9906,10.1016/j.jct.2016.10.013,2.2744,True,False,True,False,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.837,3.295,
broad_477,solvent_class_x_solute_role,halogenated | water_solute,row,full,18,1,3,3,3.8463,0.3524,False,1,10.1021/acs.jced.7b00114,1.0,0.2278,0.1154,3.6185,3.3907,3.6154,False,3,0.076,3.6942,1.0,True,0.1078,18.0,3.0,0.076,0.0377,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=18 < 40; one source publication (10.1021/acs.jced.7b00114): leave-one-source-out cannot be run, so the sign was never tested",1.347,5.885,
broad_477,solvent_class_x_solute_role,halogenated | water_solute,row,res,18,1,3,3,6.2944,0.3524,False,1,10.1021/acs.jced.7b00114,1.0,0.2278,0.1154,6.0666,5.8389,6.0635,False,3,0.076,6.1424,1.0,True,0.1078,18.0,3.0,0.1249,0.0377,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=18 < 40; one source publication (10.1021/acs.jced.7b00114): leave-one-source-out cannot be run, so the sign was never tested",2.697,9.432,
broad_477,solvent_class_x_solute_role,halogenated | water_solute,pair,full,3,1,3,3,3.7608,0.0276,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0363,0.0162,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
broad_477,solvent_class_x_solute_role,halogenated | water_solute,pair,res,3,1,3,3,6.2473,0.0276,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0658,0.0162,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
broad_477,solvent_class_x_solute_role,halogenated | organic_solute,row,full,12,4,1,4,2.0564,0.0681,False,1,10.1016/j.fluid.2015.11.037,1.0,,,,,,,3,0.0513,1.9539,,True,0.0264,12.0,4.0,0.0271,0.0252,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
broad_477,solvent_class_x_solute_role,halogenated | organic_solute,row,res,12,4,1,4,1.9816,0.0681,False,1,10.1016/j.fluid.2015.11.037,1.0,,,,,,,3,0.0513,1.879,,True,0.0264,12.0,4.0,0.0262,0.0252,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
broad_477,solvent_class_x_solute_role,halogenated | organic_solute,pair,full,4,4,1,4,2.5374,0.0448,False,1,10.1016/j.fluid.2015.11.037,1.0,,,,,,,3,,,,True,,,,0.0327,0.0216,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=4 < 40; the fixed cell is undefined at n=4,,,
broad_477,solvent_class_x_solute_role,halogenated | organic_solute,pair,res,4,4,1,4,2.4534,0.0448,False,1,10.1016/j.fluid.2015.11.037,1.0,,,,,,,3,,,,True,,,,0.0345,0.0216,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=4 < 40; the fixed cell is undefined at n=4,,,
broad_477,solvent_class_x_solute_role,mono_alcohol | organic_solute,row,full,35,14,4,17,2.5525,0.6044,False,2,10.1016/j.fluid.2015.11.037,0.508,0.7328,0.582,1.8197,1.0869,1.3885,True,3,0.6599,1.2326,0.981,False,0.0003,22.0,4.0,0.098,0.0734,False,True,2,1,2,2.0429,2.0429,10.1016/j.tca.2012.02.005,2.0429,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=35 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037), so the sign is not verifiable",0.393,4.624,
broad_477,solvent_class_x_solute_role,mono_alcohol | organic_solute,row,res,35,14,4,17,2.2498,0.6044,False,2,10.1016/j.fluid.2015.11.037,0.5521,0.733,0.5779,1.5167,0.7837,1.0939,True,3,0.6373,0.9751,0.969,False,0.0003,22.0,4.0,0.0868,0.0734,False,True,2,1,2,1.9516,1.9516,10.1016/j.tca.2012.02.005,1.9516,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=35 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037), so the sign is not verifiable",0.302,3.368,
broad_477,solvent_class_x_solute_role,mono_alcohol | organic_solute,pair,full,17,14,4,17,3.1556,1.1112,False,2,10.1016/j.tca.2012.02.005,0.8193,1.8475,0.9782,1.3081,-0.5394,1.1992,True,3,1.3395,0.4767,0.942,False,,,,0.1727,0.0919,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=17 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1016/j.tca.2012.02.005), so the sign is not verifiable",-0.04,5.618,
broad_477,solvent_class_x_solute_role,mono_alcohol | organic_solute,pair,res,17,14,4,17,2.6219,1.1112,False,2,10.1016/j.tca.2012.02.005,0.7913,1.0186,0.559,1.6032,0.5846,1.5038,False,3,1.3373,-0.0527,0.939,False,,,,0.1565,0.0919,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=17 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1016/j.tca.2012.02.005), so the sign is not verifiable",-0.087,4.185,
broad_477,solvent_class_x_solute_role,nh_protic | organic_solute,row,full,33,21,10,33,1.6671,5.6144,False,3,10.1016/j.tca.2012.02.005,0.5623,0.4048,0.3146,1.2623,0.8575,1.038,False,3,0.9449,-0.2227,0.955,False,,,,0.0604,0.0692,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",0.028,2.783,
broad_477,solvent_class_x_solute_role,nh_protic | organic_solute,row,res,33,21,10,33,1.1749,5.6144,False,3,10.1016/j.tca.2012.02.005,0.6187,0.2814,0.2198,0.8935,0.6122,0.7353,False,3,0.9449,-0.715,0.892,False,,,,0.0427,0.0692,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.233,1.994,
broad_477,solvent_class_x_solute_role,nh_protic | organic_solute,pair,full,33,21,10,33,1.6671,5.6144,False,3,10.1016/j.tca.2012.02.005,0.5623,0.4048,0.3146,1.2623,0.8575,1.038,False,3,0.9449,-0.2227,0.955,False,,,,0.1771,0.1784,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",0.029,2.814,
broad_477,solvent_class_x_solute_role,nh_protic | organic_solute,pair,res,33,21,10,33,1.1749,5.6144,False,3,10.1016/j.tca.2012.02.005,0.6187,0.2814,0.2198,0.8935,0.6122,0.7353,False,3,0.9449,-0.715,0.875,False,,,,0.1361,0.1784,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.29,1.89,
broad_477,solvent_class_x_solute_role,water | organic_solute,row,full,111,15,1,15,0.914,1.4189,True,3,10.1021/acs.jced.9b00726,0.5021,0.1742,0.1617,0.7397,0.5655,0.5905,False,11,0.1117,0.6905,0.998,True,0.037,111.0,15.0,0.1113,0.2327,True,True,3,0,0,0.0412,0.7866,10.1016/j.fluid.2015.01.010,0.0412,True,True,True,True,1,4,False,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,0.241,0.951,
broad_477,solvent_class_x_solute_role,water | organic_solute,row,res,111,15,1,15,0.4765,1.4189,True,3,10.1021/acs.jced.9b00726,0.7457,0.215,0.1994,0.2615,0.0464,0.0777,False,11,0.1807,0.115,0.772,True,0.037,111.0,15.0,0.0583,0.2327,True,True,3,0,0,-0.1935,0.2455,10.1021/acs.jced.9b00726,-0.1935,False,False,False,False,1,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.fluid.2015.01.010 (+0.046 -> -0.075); 10.1021/acs.jced.9b00726 (+0.046 -> -0.194),-0.148,0.39,
broad_477,solvent_class_x_solute_role,water | organic_solute,pair,full,15,15,1,15,0.7905,1.5988,False,3,10.1021/acs.jced.9b00726,0.622,,,,,,,3,0.5781,-0.3658,,True,,,,0.0382,0.0811,False,True,3,3,3,,,,,False,False,False,False,1,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=15 < 40; the fixed cell is undefined at n=15,,,
broad_477,solvent_class_x_solute_role,water | organic_solute,pair,res,15,15,1,15,0.5234,1.5988,False,3,10.1021/acs.jced.9b00726,0.6906,,,,,,,3,0.5444,-0.5655,,True,,,,0.0276,0.0811,False,True,3,3,3,,,,,False,False,False,False,1,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=15 < 40; the fixed cell is undefined at n=15,,,
corner_60,whole_set,all,row,full,60,41,17,60,1.7572,2.4664,True,3,10.1016/j.tca.2012.02.005,0.803,0.535,0.4633,1.2222,0.6871,0.8306,False,6,0.6316,0.494,0.951,False,,,,1.0,1.0,True,True,3,0,1,0.2321,1.1483,10.1016/j.tca.2012.02.005,0.2321,True,False,True,False,2,4,False,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,0.004,2.723,
corner_60,whole_set,all,row,res,60,41,17,60,1.4356,2.4664,True,3,10.1016/j.tca.2012.02.005,0.7833,0.7134,0.618,0.7222,0.0089,0.1996,False,6,0.6259,0.1839,0.841,False,,,,1.0,1.0,True,True,3,0,1,-0.233,0.373,10.1016/j.tca.2012.02.005,-0.233,False,False,False,False,2,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.tca.2012.02.005 (+0.009 -> -0.233),-0.235,2.01,
corner_60,whole_set,all,pair,full,60,41,17,60,1.7572,2.4664,True,3,10.1016/j.tca.2012.02.005,0.803,0.535,0.4633,1.2222,0.6871,0.8306,False,6,0.6316,0.494,0.951,False,,,,1.0,1.0,True,True,3,0,1,0.2321,1.1483,10.1016/j.tca.2012.02.005,0.2321,True,False,True,False,2,4,False,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,0.003,2.656,
corner_60,whole_set,all,pair,res,60,41,17,60,1.4356,2.4664,True,3,10.1016/j.tca.2012.02.005,0.7833,0.7134,0.618,0.7222,0.0089,0.1996,False,6,0.6259,0.1839,0.825,False,,,,1.0,1.0,True,True,3,0,1,-0.233,0.373,10.1016/j.tca.2012.02.005,-0.233,False,False,False,False,2,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.tca.2012.02.005 (+0.009 -> -0.233),-0.262,2.01,
corner_60,solvent_class,aliphatic_hydrocarbon,row,full,1,1,1,1,0.0014,0.0,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solvent_class,aliphatic_hydrocarbon,row,res,1,1,1,1,0.0031,0.0,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solvent_class,aliphatic_hydrocarbon,pair,full,1,1,1,1,0.0014,0.0,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solvent_class,aliphatic_hydrocarbon,pair,res,1,1,1,1,0.0031,0.0,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solvent_class,aprotic_acceptor,row,full,24,21,5,24,0.1574,0.7424,False,2,10.1016/j.tca.2012.02.005,0.6103,0.0679,0.0453,0.0895,0.0216,0.0669,False,3,0.2004,-0.2434,0.739,False,,,,0.0358,0.4,False,True,2,1,2,-0.0098,-0.0098,10.1016/j.tca.2012.02.005,-0.0098,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=24 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.111,0.261,
corner_60,solvent_class,aprotic_acceptor,row,res,24,21,5,24,0.0921,0.7424,False,2,10.1016/j.tca.2012.02.005,0.5772,0.0688,0.0459,0.0233,-0.0454,0.0004,False,3,0.2004,-0.3087,0.472,False,,,,0.0257,0.4,False,True,2,1,2,-0.04,-0.04,10.1016/j.tca.2012.02.005,-0.04,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=24 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.137,0.123,
corner_60,solvent_class,aprotic_acceptor,pair,full,24,21,5,24,0.1574,0.7424,False,2,10.1016/j.tca.2012.02.005,0.6103,0.0679,0.0453,0.0895,0.0216,0.0669,False,3,0.2004,-0.2434,0.738,False,,,,0.0358,0.4,False,True,2,1,2,-0.0098,-0.0098,10.1016/j.tca.2012.02.005,-0.0098,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=24 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.103,0.267,
corner_60,solvent_class,aprotic_acceptor,pair,res,24,21,5,24,0.0921,0.7424,False,2,10.1016/j.tca.2012.02.005,0.5772,0.0688,0.0459,0.0233,-0.0454,0.0004,False,3,0.2004,-0.3087,0.49,False,,,,0.0257,0.4,False,True,2,1,2,-0.04,-0.04,10.1016/j.tca.2012.02.005,-0.04,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=24 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.15,0.128,
corner_60,solvent_class,aromatic_hydrocarbon,row,full,7,7,1,7,1.0678,0.9426,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.3613,0.3453,,True,,,,0.0709,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class,aromatic_hydrocarbon,row,res,7,7,1,7,0.9905,0.9426,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.3613,0.268,,True,,,,0.0805,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class,aromatic_hydrocarbon,pair,full,7,7,1,7,1.0678,0.9426,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.3613,0.3453,,True,,,,0.0709,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class,aromatic_hydrocarbon,pair,res,7,7,1,7,0.9905,0.9426,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.3613,0.268,,True,,,,0.0805,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class,glycol_ether,row,full,7,7,1,7,2.7563,0.4601,False,1,10.1016/j.fluid.2013.06.028,1.0,,,,,,,3,0.3251,2.1061,,True,,,,0.183,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class,glycol_ether,row,res,7,7,1,7,2.5331,0.4601,False,1,10.1016/j.fluid.2013.06.028,1.0,,,,,,,3,0.3251,1.8829,,True,,,,0.2059,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class,glycol_ether,pair,full,7,7,1,7,2.7563,0.4601,False,1,10.1016/j.fluid.2013.06.028,1.0,,,,,,,3,0.3251,2.1061,,True,,,,0.183,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
