pair_id,solute_smiles,solvent_smiles,solute_ud_key,solvent_ud_key,match_rule_solute,match_rule_solvent,T_K,m_ln_gamma_inf,g_2002_full,g_2002_res,g_2010_dsp_off_full,g_2010_dsp_off_res,method,source_doi,journal,in_corner_57
63,CCCCO,O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,333.15,4.382026634673881,3.573963642102085,4.765056634305589,4.263482031521109,5.454575023724607,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
63,CCCCO,O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,338.15,4.356708826689592,3.553413492916206,4.74450648511971,4.238421591190101,5.429514583393599,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
64,CCCCO,ClCCl,LRHPLDYGYMQRHN-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,exact,exact,293.15,2.038619547159581,0.31608685277397813,0.36043299615117114,2.4961047378245262,2.5404508812017186,unreported,10.1016/j.fluid.2015.11.037,Fluid Phase Equilib.,False
64,CCCCO,ClCCl,LRHPLDYGYMQRHN-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,exact,exact,303.15,1.8213182714695997,0.31992148027939077,0.36426762365658377,2.394588990795068,2.4389351341722603,unreported,10.1016/j.fluid.2015.11.037,Fluid Phase Equilib.,False
64,CCCCO,ClCCl,LRHPLDYGYMQRHN-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,exact,exact,311.15,1.691939133945844,0.3216509713297414,0.3659971147069344,2.316145308904796,2.3604914522819884,unreported,10.1016/j.fluid.2015.11.037,Fluid Phase Equilib.,False
65,C[N+](=O)[O-],CCCCCOC(C)=O,LYGJENNIWJXYER-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,exact,exact,298.15,0.2468600779315258,0.2493403203452222,0.5075950373205994,0.4945572162562652,0.752811933231643,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
66,C/C=C/C=O,O,MLUCVPSAIODCQM-NSCUHMNNSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,298.15,3.6635616461296463,2.7365493870660735,3.738496566364575,3.551361960360071,4.553309139658567,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
66,C/C=C/C=O,O,MLUCVPSAIODCQM-NSCUHMNNSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,308.15,3.756538102587751,2.760385201454726,3.7623323807532274,3.5948717938420596,4.5968189731405555,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
66,C/C=C/C=O,O,MLUCVPSAIODCQM-NSCUHMNNSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,313.15,3.7932394694381792,2.770460957343124,3.772408136641625,3.6130939190285614,4.615041098327057,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
66,C/C=C/C=O,O,MLUCVPSAIODCQM-NSCUHMNNSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,318.15,3.832979798087693,2.7793978371738612,3.7813450164723625,3.629170999224159,4.631118178522655,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
66,C/C=C/C=O,O,MLUCVPSAIODCQM-NSCUHMNNSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,323.15,3.8501476017100584,2.7872572452389104,3.7892044245374117,3.6432450382502526,4.645192217548749,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
66,C/C=C/C=O,O,MLUCVPSAIODCQM-NSCUHMNNSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,328.15,3.856510295497887,2.7940966013197466,3.7960437806182474,3.6554469555866462,4.657394134885142,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
66,C/C=C/C=O,O,MLUCVPSAIODCQM-NSCUHMNNSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,333.15,3.871201010907891,2.7999696577662148,3.801916837064716,3.665897609988907,4.667844789287403,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
67,Clc1ccccc1,CN=CO,MVPPADPHJFYWMZ-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,exact,exact,298.15,1.6486586255873816,0.7837558916676419,0.8365875910344147,0.6221600740633385,0.6749917734301097,Chromatography,10.1016/j.tca.2015.11.010,Thermochim. Acta,False
68,Clc1ccccc1,OCCO,MVPPADPHJFYWMZ-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,298.0,3.688879454113936,2.2982272744510244,2.3562418518614137,2.6204943968944243,2.678508974304812,Chromatography,10.1016/j.fluid.2013.06.028,Fluid Phase Equilib.,True
69,Clc1ccccc1,N=CO,MVPPADPHJFYWMZ-UHFFFAOYSA-N,ZHNUHDYFZUAESO-UHFFFAOYSA-N,exact,exact,298.0,4.543294782270004,4.303174468282291,4.523808260399801,3.9048886380352728,4.12552243015278,Chromatography,10.1016/j.jct.2013.05.006,J. Chem. Thermodyn.,False
70,CC(=O)CC(C)C,O,NTIZESTWPVYFNL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,278.15,5.476463551931511,5.136582206051306,6.876114078127827,6.564031160279514,8.303563032356028,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
70,CC(=O)CC(C)C,O,NTIZESTWPVYFNL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,288.15,5.64174986097348,5.126064555369771,6.865596427446292,6.5617591605018095,8.301291032578323,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
70,CC(=O)CC(C)C,O,NTIZESTWPVYFNL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,298.15,5.7899601708972535,5.1109563519993575,6.850488224075878,6.5499341152346435,8.289465987311157,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
70,CC(=O)CC(C)C,O,NTIZESTWPVYFNL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,308.15,5.91350300563827,5.0918210536168536,6.831352925693374,6.530023234018321,8.269555106094835,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
70,CC(=O)CC(C)C,O,NTIZESTWPVYFNL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,318.15,6.003887067106539,5.0691428592626435,6.808674731339164,6.503247503895034,8.242779375971548,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
70,CC(=O)CC(C)C,O,NTIZESTWPVYFNL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,328.15,6.016157159698354,5.0433399887752035,6.782871860851724,6.4706279036164425,8.210159775692956,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
71,CCCc1ccccc1,CCCCCOC(C)=O,ODLMAHJVESYWTB-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,exact,exact,298.15,0.0198026272961797,-0.010336618061141318,-0.015288557499452028,-0.014089684007740258,-0.01904162344605133,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
72,CCCCC,OCCO,OFBQJSOFQDEBGM-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,303.15,6.077642243349034,3.857181014582072,3.9200251274030093,4.2109242150137645,4.273768327834702,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
72,CCCCC,OCCO,OFBQJSOFQDEBGM-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,313.15,5.963579343618446,3.79577676158652,3.8586208744074573,4.135823772206032,4.198667885026969,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
72,CCCCC,OCCO,OFBQJSOFQDEBGM-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,323.15,5.823045895483019,3.735568545720298,3.798412658541235,4.06264772066221,4.125491833483148,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
73,CCCCC,OCCOCCO,OFBQJSOFQDEBGM-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,304.15,4.3054155323020415,2.6277089495421695,2.631812058400462,2.8451477345063356,2.849250843364627,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
73,CCCCC,OCCOCCO,OFBQJSOFQDEBGM-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,313.15,4.255612709818223,2.586550386115044,2.590653494973336,2.794738533635089,2.7988416424933806,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
73,CCCCC,OCCOCCO,OFBQJSOFQDEBGM-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,323.15,4.1956970564823886,2.541694846124331,2.5457979549826235,2.740172071558832,2.7442751804171235,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
74,Cc1cccc(C)n1,CO,OISVCGZHLKNMSJ-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N,exact,exact,298.15,-0.0618754037180875,0.15394268749122786,0.6601275422790248,0.9727476561073436,1.4789325108951403,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
75,CO,CCC(C)N,OKKJLVBELUTLKV-UHFFFAOYSA-N,BHRZNVHARXXAHW-BYPYZUCNSA-N,exact,first_block,298.15,-0.9675840262617056,-3.200184963093876,-3.0203960415379427,-1.5384224053022677,-1.358633483746335,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
76,CO,CCCCCCN,OKKJLVBELUTLKV-UHFFFAOYSA-N,BMVXCPBXGZKUPN-UHFFFAOYSA-N,exact,exact,298.15,-0.9675840262617056,-3.2249240600015057,-2.865103801170561,-1.5298413430389035,-1.1700210842079592,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
77,CO,Cc1ccccn1,OKKJLVBELUTLKV-UHFFFAOYSA-N,BSKHPKMHTQYZBB-UHFFFAOYSA-N,exact,exact,298.15,-0.2357223335210698,-1.068963939852523,-0.8573881665700385,0.5748037484630988,0.786379521745583,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
78,CO,Cc1ccncc1,OKKJLVBELUTLKV-UHFFFAOYSA-N,FKNQCJSGGFJEIZ-UHFFFAOYSA-N,exact,exact,298.15,-0.3856624808119846,-1.1133638244216562,-0.9007057381951991,0.536280096098127,0.748938182324584,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
79,CO,CCNCC,OKKJLVBELUTLKV-UHFFFAOYSA-N,HPNMFZURTQLUMO-UHFFFAOYSA-N,exact,exact,298.15,-0.6733445532637656,-2.3490878398215354,-2.1404033924709367,-0.6850522333974542,-0.47636778604685587,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
80,CO,CCCCN,OKKJLVBELUTLKV-UHFFFAOYSA-N,HQABUPZFAYXKJW-UHFFFAOYSA-N,exact,exact,298.15,-1.0498221244986778,-2.9956456777085574,-2.791504126226613,-1.586020901397315,-1.38187934991537,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
81,CO,Cc1cccnc1,OKKJLVBELUTLKV-UHFFFAOYSA-N,ITQTTZVARXURQS-UHFFFAOYSA-N,exact,exact,298.15,-0.0618754037180875,-1.0619925534788972,-0.8521565212712509,0.5719761221744365,0.7818121543820822,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
82,CO,C1CCNCC1,OKKJLVBELUTLKV-UHFFFAOYSA-N,NQRYJNQNLNOLGT-UHFFFAOYSA-N,exact,exact,298.15,-0.843970070294529,-2.3832409831186387,-2.2124628584517363,-0.9753791586455047,-0.8046010339786035,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
83,CO,Cc1cccc(C)n1,OKKJLVBELUTLKV-UHFFFAOYSA-N,OISVCGZHLKNMSJ-UHFFFAOYSA-N,exact,exact,298.15,-0.4942963218147801,-0.7792552196088307,-0.49090814476415556,0.7145849850401155,1.0029320598847908,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
84,CO,NC1CCCCC1,OKKJLVBELUTLKV-UHFFFAOYSA-N,PAFZNILMFXTMIY-UHFFFAOYSA-N,exact,exact,298.15,-1.1086626245216111,-3.2073801203133123,-2.979990580153876,-1.5068087667297958,-1.2794192265703592,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
85,CO,CCCNCCC,OKKJLVBELUTLKV-UHFFFAOYSA-N,WEHWNAOGRSTTBQ-UHFFFAOYSA-N,exact,exact,298.15,-0.371063681390832,-2.33203933044384,-1.966547784036722,-0.6270639735352073,-0.26157242712809003,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
86,CO,CC(C)(C)N,OKKJLVBELUTLKV-UHFFFAOYSA-N,YBRBMKDOPFTVDT-UHFFFAOYSA-N,exact,exact,298.15,-1.2378743560016174,-3.1465898070794207,-2.9895131704397055,-1.5213964022676245,-1.3643197656279096,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
87,CO,ClCCl,OKKJLVBELUTLKV-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,exact,exact,293.15,2.5952547069568657,1.4276768750380047,1.4952486406215726,3.5173215023293043,3.5848932679128724,unreported,10.1016/j.fluid.2015.11.037,Fluid Phase Equilib.,False
87,CO,ClCCl,OKKJLVBELUTLKV-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,exact,exact,303.15,2.451005098112319,1.3967165140054476,1.4642882795890155,3.385248839367062,3.45282060495063,unreported,10.1016/j.fluid.2015.11.037,Fluid Phase Equilib.,False
87,CO,ClCCl,OKKJLVBELUTLKV-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N,exact,exact,311.15,2.288486168614544,1.3722573674175333,1.4398291330011013,3.2842687445964907,3.351840510180059,unreported,10.1016/j.fluid.2015.11.037,Fluid Phase Equilib.,False
88,NC1CCCCC1,CO,PAFZNILMFXTMIY-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N,exact,exact,298.15,1.5706970841176695,-2.1351270847544557,-1.7813870699312757,-0.39351226855002286,-0.03977225372684225,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
89,NC1CCCCC1,c1ccccc1,PAFZNILMFXTMIY-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N,exact,exact,298.15,1.860974538249528,0.45482644289017754,0.45716779345466185,0.529807638782671,0.5321489893471559,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
90,CCCC(=O)CC,O,PFCHFHIRKBAQGU-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,278.15,5.560681631015528,5.244829193315885,7.079125225899433,6.7180111286080875,8.55230716119163,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
90,CCCC(=O)CC,O,PFCHFHIRKBAQGU-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,288.15,5.8289456176102075,5.232829102037087,7.0671251346206345,6.715861676265679,8.550157708849222,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
90,CCCC(=O)CC,O,PFCHFHIRKBAQGU-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,298.15,6.035481432524756,5.216123293589169,7.050419326172716,6.7035503811170125,8.537846413700555,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
90,CCCC(=O)CC,O,PFCHFHIRKBAQGU-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,308.15,6.126869184114185,5.195298551644097,7.029594584227644,6.682669721346662,8.516965753930204,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
90,CCCC(=O)CC,O,PFCHFHIRKBAQGU-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,319.15,6.244166900663736,5.168232657207111,7.002528689790658,6.651373297534952,8.485669330118494,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
90,CCCC(=O)CC,O,PFCHFHIRKBAQGU-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,328.15,6.261491684321042,5.143236579798917,6.977532612382465,6.620264725736766,8.454560758320309,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
91,CCCCCOC(C)=O,c1ccncc1,PGMYKACGEOXYJE-UHFFFAOYSA-N,JUJWROOIHBZHMG-UHFFFAOYSA-N,exact,exact,298.15,0.1133286853070032,0.09073353976642884,0.256266745515029,0.08161076312375004,0.24714396887234996,Chromatography,10.1016/j.fluid.2016.10.009,Fluid Phase Equilib.,True
92,CC(=O)C(C)(C)C,O,PJGSXYOJTGTZAV-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,278.15,5.37989735354046,4.729670092184657,6.261911970382777,6.028382545292964,7.5606244234910855,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
92,CC(=O)C(C)(C)C,O,PJGSXYOJTGTZAV-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,288.15,5.605802066295998,4.731151793097897,6.263393671296018,6.045020898526548,7.57726277672467,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
92,CC(=O)C(C)(C)C,O,PJGSXYOJTGTZAV-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,298.15,5.771441123130016,4.727375015230157,6.259616893428277,6.050647890305187,7.582889768503308,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
92,CC(=O)C(C)(C)C,O,PJGSXYOJTGTZAV-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,308.15,5.84354441703136,4.718974235311953,6.251216113510074,6.046930055928545,7.579171934126666,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
92,CC(=O)C(C)(C)C,O,PJGSXYOJTGTZAV-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,318.15,5.91350300563827,4.7064950081967805,6.238736886394901,6.035253288745683,7.567495166943805,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
92,CC(=O)C(C)(C)C,O,PJGSXYOJTGTZAV-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,328.15,5.937536205082426,4.6904087724818435,6.222650650679964,6.016776000600851,7.549017878798972,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
93,Fc1ccccc1,CN=CO,PYLWMHQQBFSUBP-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,exact,exact,298.15,1.3862943611198906,0.6628911351368145,0.6887224039886902,0.4992109861891245,0.5250422550410001,Chromatography,10.1016/j.tca.2015.11.010,Thermochim. Acta,False
94,Fc1ccccc1,OCCO,PYLWMHQQBFSUBP-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,298.0,3.4657359027997265,2.036052698033098,2.0659265617395652,2.3283221569647363,2.3581960206712043,Chromatography,10.1016/j.fluid.2013.06.028,Fluid Phase Equilib.,True
95,Fc1ccccc1,CCCCCOC(C)=O,PYLWMHQQBFSUBP-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,exact,exact,298.15,-0.4942963218147801,-0.3531016140900006,-0.27433862851981855,-0.3859934173931783,-0.30723043182299553,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
96,Fc1ccccc1,N=CO,PYLWMHQQBFSUBP-UHFFFAOYSA-N,ZHNUHDYFZUAESO-UHFFFAOYSA-N,exact,exact,298.0,3.9889840465642745,3.8559836139057335,4.012623103045571,3.412773150387035,3.5694126395268726,Chromatography,10.1016/j.jct.2013.05.006,J. Chem. Thermodyn.,False
97,CCCCC(C)=O,O,QQZOPKMRPOGIEB-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,278.15,5.54907608489522,4.573633127898997,6.437889533314353,6.117921793023076,7.982178198438427,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
97,CCCCC(C)=O,O,QQZOPKMRPOGIEB-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,288.15,5.802118375377063,4.583271639787095,6.447528045202451,6.139172155269002,8.003428560684354,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
97,CCCCC(C)=O,O,QQZOPKMRPOGIEB-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,298.15,5.950642552587727,4.586882898198818,6.451139303614173,6.148597741452012,8.012854146867364,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
97,CCCCC(C)=O,O,QQZOPKMRPOGIEB-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,308.15,6.045005314036012,4.585173027408443,6.449429432823798,6.147950502216097,8.012206907631448,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
97,CCCCC(C)=O,O,QQZOPKMRPOGIEB-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,318.15,6.154858094016418,4.578750610901647,6.443007016317003,6.138692945867308,8.002949351282659,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
97,CCCCC(C)=O,O,QQZOPKMRPOGIEB-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,328.15,6.1224928095143865,4.568142802249232,6.432399207664588,6.1220518779826705,7.986308283398022,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
98,Clc1ccccc1Cl,N=CO,RFFLAFLAYFXFSW-UHFFFAOYSA-N,ZHNUHDYFZUAESO-UHFFFAOYSA-N,exact,exact,298.0,5.0689042022202315,4.915641447680432,5.218908144678772,4.563147663160237,4.866414360158568,Chromatography,10.1016/j.jct.2013.05.006,J. Chem. Thermodyn.,False
99,C1CCCC1,OCCO,RGSFGYAAUTVSQA-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,303.15,5.093750200806762,3.4290000350651364,3.437056204867231,3.744318770861558,3.7523749406636537,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
99,C1CCCC1,OCCO,RGSFGYAAUTVSQA-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,313.15,5.003946305945459,3.374917361928151,3.3829735317302454,3.677829700930339,3.685885870732435,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
99,C1CCCC1,OCCO,RGSFGYAAUTVSQA-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,exact,exact,323.15,4.890349128221754,3.3219055163794153,3.32996168618151,3.6130894245410254,3.621145594343121,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
100,C1CCCC1,OCCOCCO,RGSFGYAAUTVSQA-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,304.15,3.520460802488973,2.2872590704482745,2.3097879478478904,2.482713444345592,2.5052423217452087,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
100,C1CCCC1,OCCOCCO,RGSFGYAAUTVSQA-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,313.15,3.4531571205928664,2.250925599272663,2.273454476672279,2.4379243421192314,2.460453219518848,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
100,C1CCCC1,OCCOCCO,RGSFGYAAUTVSQA-UHFFFAOYSA-N,MTHSVFCYNBDYFN-UHFFFAOYSA-N,exact,exact,323.15,3.40452517175483,2.211346089394641,2.233874966794257,2.3894848418450754,2.412013719244692,Chromatography,10.1016/j.jct.2016.10.013,J. Chem. Thermodyn.,False
101,CCCCCCCCCCC,CN=CO,RSJKGSCJYJTIGS-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,exact,exact,298.15,5.762994334288047,4.0031764134569245,4.682595384693157,4.132430853368663,4.811849824604897,Chromatography,10.1016/j.tca.2015.11.010,Thermochim. Acta,False
102,CCCCCCCCCCC,c1ccncc1,RSJKGSCJYJTIGS-UHFFFAOYSA-N,JUJWROOIHBZHMG-UHFFFAOYSA-N,exact,exact,298.15,2.322387720290225,2.075535273590596,2.521053203926835,2.1864767979244255,2.6319947282606675,Chromatography,10.1016/j.fluid.2016.10.009,Fluid Phase Equilib.,True
103,C1COCCO1,CCCCCOC(C)=O,RYHBNJHYFVUHQT-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,exact,exact,298.15,-0.0943106794712412,0.022892989992618684,0.12865501374572796,0.019073573351879355,0.12483559710498936,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
104,CC(=O)C(C)C,O,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,278.15,4.165113633110308,3.690211845040734,5.02136258970149,4.838108629931663,6.169259374592417,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
104,CC(=O)C(C)C,O,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,288.15,4.289088639014612,3.7139356294995425,5.045086374160299,4.88359202078037,6.214742765441123,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
104,CC(=O)C(C)C,O,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,298.15,4.51085950651685,3.731432850750875,5.062583595411631,4.916554057160664,6.247704801821418,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
104,CC(=O)C(C)C,O,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,308.15,4.626931677769604,3.74341977599357,5.074570520654326,4.938807602293485,6.269958346954239,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
104,CC(=O)C(C)C,O,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,318.15,4.720282993088596,3.7505146198410673,5.0816653645018235,4.951866178843157,6.283016923503911,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
104,CC(=O)C(C)C,O,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,328.15,4.776599301615622,3.753253558145798,5.084404302806554,4.957000102807949,6.288150847468702,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
